biblioteca,departamento,nro_registro,domicilio,localidad,provincia,lat,long
Bib.Pop. Juan Bautista Alberdi,Escobar,0861,Presidente Perón 225 ,Garín,Buenos Aires,-34.42065,-58.733183
Bib.Pop. Florencio Balcarce,Gral Alvear,0131,San Martín 341 ,General Alvear,Buenos Aires,-36.01695,-60.014533
Bib.Pop. Domingo Faustino Sarmiento de Ascención,Gral Arenales,4119,Rafael Reta  ,Ascención,Buenos Aires,-34.231017,-61.104667
Bib.Pop. José Hernández del Club Deportivo El León,Gral Juan Madariaga,2789,Sarmiento 638 ,General Juan Madariaga,Buenos Aires,-36.994272,-57.139079
Bib.Pop. Presidente Mitre,Gral La Madrid,2914,San Martín 666 ,General La Madrid,Buenos Aires,-37.2485,-61.262833
Bib.Pop. Felipe de Robles (h,Gral Las Heras,0174,Las Heras 940  ,General Las Heras,Buenos Aires,-34.916667,-58.933333
Bib.Pop.Pub.Mun. General Lavalle,Gral Lavalle,3292,Arturo de la Serna 1174 ,General Lavalle,Buenos Aires,-36.406433,-56.94265
Bib.Pop.Esc. Antártida Argentina,Gral Pinto,3633,San Martín y Lariguet  ,Coronel Granada,Buenos Aires,-34.789467,-62.201203
Bib.Pop. D.F.Sarmiento,Gral Pinto,0126,San Martín y R. Gowland  Las Cuatro Esquinas,General Pinto,Buenos Aires,-34.765670,-61.892545
Bib.Pop. y Cen.Cul. Centenario,Gral Pueyrredon,4122,Avellaneda y Tierra del Fuego Sector 3 Edificio 4  ,Mar del Plata,Buenos Aires,-37.994833,-57.58715
Bib.Pop.y C.Cult. Mar del Plata,Gral Pueyrredon,3476,Bolivar 4252 ,Mar del Plata,Buenos Aires,-37.994233,-57.566083
Bib.Pop. Juventud Moderna,Gral Pueyrredon,2697,Diag. Pueyrredón 3324 ,Mar del Plata,Buenos Aires,-38,-57.5551
Bib.Pop. El Desafío para Crecer,Gral Pueyrredon,4349,Juan N. Fernández 146 El Gaucho,Mar del Plata,Buenos Aires,-37.996215,-57.604208
Bib.Pop. Leandro N. Alem,Gral Rodriguez,2063,Av.España 146 ,General Rodriguez,Buenos Aires,-34.607167,-58.953883
Bib. Pop. Mariano Moreno,Gral Viamonte,2501,Rivadavia 137 ,Los Toldos,Buenos Aires,-34.994282,-61.035709
Bib.Pop. Minchekewun,Gral Viamonte,4280,O´Higgins 1136 Pueyrredón,Los Toldos,Buenos Aires,-35.000367,-61.038317
Bib.Esc.Pop. José Manuel Estrada,Gral Villegas,3724,Ing.White 222 ,Banderalo,Buenos Aires,-35.016171,-63.37463
Bib.Púb. Municipal Fortín de Gainza,Gral Villegas,3339,Libertad  y Tucumán  ,Santa Regina,Buenos Aires,-34.554749,-63.17688
Bib.Pop.Pub.Mun. D.F.Sarmiento,Gral Villegas,3194,Belgrano 229 ,General Villegas,Buenos Aires,-35.033783,-63.0131
Bib.Pop.Pub.Mun. Dolores A. Cirio de Busso,Gral Villegas,3196,C. Saavedra Lamas s/n  ,Cañada Seca,Buenos Aires,-34.433331,-62.950001
Bib.Pop.Pub.Mun. Benito Lynch,Gral Villegas,3197,Sarmiento 675 ,Piedritas,Buenos Aires,-34.777222,-62.984619
Bib.Pop. Dra. Alicia Teresa Morales,Guamini,4177,Diagonal Norte  ,Garré,Buenos Aires,-36.560983,-62.601517
Bib.Pop. Dardo Nepomuceno Arditi Rocha,Guamini,4069,Justo Condesse 357 ,Casbas,Buenos Aires,-36.756483,-62.504817
Bib. Pop. José Hernández,Guamini,3715,26 de Julio  ,Bonifacio-Laguna Alsina,Buenos Aires,-36.80945,-62.242017
Bib.Pub. Mariano Moreno,Guamini,2998,San Martín 325 ,Guaminí,Buenos Aires,-37.0131,-62.4162
Bib.Pop. Almafuerte,Hipolito Yrigoyen,1248,Diag.Yrigoyen 192 ,Henderson,Buenos Aires,-36.301367,-61.71985
Bib.Pop. Manuel Belgrano,Junin,1874,Siria 385 ,Junín,Buenos Aires,-34.577133,-60.9479
Bib.Pop. 9 de Julio,Junin,1809,Roque Vasquez 7 ,Junín,Buenos Aires,-34.595933,-60.944717
Bib.Pop. Paz y trabajo,Junin,1054,Primera Junta 301 ,Junín,Buenos Aires,-34.582617,-60.935967
Bib. Pop. Pio Soberano,Junin,4389,General Paz 444 ,Junín,Buenos Aires,-34.585021753002,-60.9483025939578
Bib. Pop. Lita Martinelli de Agustin Roca,Junin,4410,Rivadavia N°360  ,Agustin Roca,Buenos Aires,-34.50748367639424,-60.86355791739753
Soc.Fo.y Bib.Pop. El Tala,La Costa,4125,Calle 9 4068 ,San Clemente del Tuyú,Buenos Aires,-36.384667,-56.71695
Bib.Pop. Juan XXIII,La Costa,3910,8 1051 ,San Clemente del Tuyú,Buenos Aires,-36.35775,-56.724233
Bib.Pop. Las Toninas,La Costa,3696,Calle 1 1066 ,Las Toninas,Buenos Aires,-36.487017,-56.69335
Bib.Pop. Vito Dumas,La Costa,3574,Calle 3 7552 ,Mar del Tuyú,Buenos Aires,-36.5778,-56.69195
Bib.Pub. Alfonsina Storni,La Costa,3128,Calle 7 256 ,Santa Teresita,Buenos Aires,-36.532533,-56.697717
Bib. Pop.Dr. José María Sobral,La Costa,4368,95 1108 ,Mar del Tuyú,Buenos Aires,-36.596739,-56.705267
Bib.Pop. Laprida,Laprida,2134,Independencia 1136 ,Laprida,Buenos Aires,-37.542817,-60.799633
Bib.Pop. 25 de Mayo,Las Flores,1326,Rivadavia 325 ,Las Flores,Buenos Aires,-36.012783,-59.0991
Bib.Pop. Mariano Moreno,Leandro N Alem,3153,Manuel Urizar 369 ,Leandro N. Alem,Buenos Aires,-34.519983,-61.39105
Bib.Pop.Mun. Esteban Echeverría,Leandro N Alem,2872,Juan de Garay y San Martín  ,Vedia,Buenos Aires,-34.496433,-61.542283
Bib.Pop. D.F.Sarmiento,Leandro N Alem,0087,Quintana  ,Juan Bautista Alberdi,Buenos Aires,-34.440804,-61.810322
Bib. Pop. D. F. Sarmiento,Lincoln,2729,Buenos Aires y Tucumán  ,Carlos Salas,Buenos Aires,-35.392448,-61.99036
Bib.Pop. José M. Estrada,Lincoln,2366,Av.El Progreso 300 ,Arenaza,Buenos Aires,-34.98635,-61.775417
Bib.Pop. Bartolomé Mitre,Lincoln,1684,Sin dirección  ,Bayauca,Buenos Aires,-34.867067,-61.28785
Bib.Pop. José Ingenieros,Lincoln,1232,Rivadavia (Ex Estación de Ferrocarril) 1490 ,Roberts,Buenos Aires,-35.140517,-61.97195
Bib.Pop. D.F.Sarmiento,Lincoln,0279,Sarmiento 120 ,Loberia,Buenos Aires,-38.16465,-58.783983
Bib.Pop.Mun. D.F.Sarmiento,Lincoln,0177,Av.Massey 1439  ,Lincoln,Buenos Aires,-34.870017,-61.53265
Bib.Pop. San Manuel,Loberia,3622,Belgrano 175 ,San Manuel,Buenos Aires,-37.786483,-58.8474
Bib.Pop. Héroes de Malvinas,Lobos,3796,Av.Leandro N.Alem 485 ,Lobos,Buenos Aires,-35.184417,-59.093283
Bib.Pop. Albino Capponi,Lobos,1193,Rivadavia 36 ,Lobos,Buenos Aires,-35.1855,-59.096217
Bib.Pop. Rivadavia,Lobos,0122,Rivadavia 50 ,Empalme Lobos,Buenos Aires,-35.18535,-59.096217
Bib.Pop. D.F.Sarmiento,Lobos,0175,Salgado 4143 ,Lobos,Buenos Aires,-35.16975,-59.0992
Bib. Obrera Jean Jaures,Lujan,3182,Lavalle 758 ,Luján,Buenos Aires,-34.5655,-59.111083
Bib.Pop. Juan Bautista Alberdi,Lujan,1257,Buenos Aires 1016  ,Open Door,Buenos Aires,-34.488817,-59.076517
Bib. Pop.  Ameghino,Lujan,0168,San Martín 485 ,Luján,Buenos Aires,-34.565733,-59.11545
Bib.Pop. de Carlos Keen,Lujan,4340,José C. Paz 393 ,Carlos Keen,Buenos Aires,-34.49165,-59.2199
Bib.Pop. Edmundo Girardengo,Magdalena,4219,San Julián  ,Bartolomé Bavio (General Mansilla),Buenos Aires,-35.088249,-57.75248
Bib.Pop.Mun. Juan José Elizondo,Maipu,3351,Belgrano 395 ,Maipú,Buenos Aires,-36.859767,-57.8803
Bib.Pop. José Ma. Viglietti,Mar Chiquita,4241,Mariano Moreno 135 ,General Pirán,Buenos Aires,-37.27615,-57.773895
Bib.Pop. Gral. San Martín,Marcos Paz,1998,Sarmiento 1901 ,Marcos Paz,Buenos Aires,-34.781083,-58.837617
Bib.Pop. D.F.Sarmiento,Mercedes,0194,Av.Mitre (29) 674 ,Mercedes,Buenos Aires,-34.6492,-59.4315
Bib.Pop.Mun. Manuel Belgrano,Monte,2662,Giagnacovo 1075 ,San Miguel del Monte,Buenos Aires,-35.437767,-58.806705
Bib. Pop. y Ctro. Cult. Almafuerte,Navarro,3885,San Francisco 305 ,José Juan Almeyra,Buenos Aires,-34.923183,-59.5426
Bib.Pop.Pub. José R. de Erenchun,Navarro,0195,Calle 109 (Sarmiento Nº 67  ,Navarro,Buenos Aires,-35.005767,-59.27755
Bib. Pop. de Quequén,Necochea,3552,519 2245 ,Quequén,Buenos Aires,-38.557233,-58.715067
Bib.Pop.Pub. José Hernández,Necochea,2277,Calle 35 1367 ,Juan N. Fernandez,Buenos Aires,-38.0067,-59.263033
Bib.Pop. D.F.Sarmiento,Necochea,1710,Avda. 55 585 Barrio Puerto,Necochea,Buenos Aires,-38.552533,-58.733883
Bib.Pop. Andrés Ferreyra,Necochea,0197,Calle 54 Nº 3062  ,Necochea,Buenos Aires,-38.55745,-58.7389
Bib.Pop. Coty Laborde,Olavarria,4176,Coronel Suárez 1795 Pueblo Nuevo,Olavarría,Buenos Aires,-36.888317,-60.332433
Bib.Pop. 1 de Mayo,Olavarria,3889,Dorrego 2557 ,Olavarría,Buenos Aires,-36.888733,-60.325333
Bib.Pop. Independencia,Olavarria,3811,Tacuarí 2150 Independencia,Olavarría,Buenos Aires,-36.888683,-60.339583
Bib. Pop. Héctor N. Amoroso,Olavarria,3652,Dean Funes 3329 ,Olavarría,Buenos Aires,-36.8977,-60.308967
Bib. Pop. Sierras Bayas,Olavarria,2371,Rivadavia 2190 ,Sierras Bayas,Buenos Aires,-36.930038,-60.161044
Bib.Pop. Ferroviaria M.Gandhi,Olavarria,0201,Bolivar 3031  ,Olavarría,Buenos Aires,-36.897967,-60.32395
Bib.Pop. Armando Collinet,Olavarria,0202,Alsina 2659 ,Olavarría,Buenos Aires,-36.893333,-60.325333
Bib. Pop. Del otro Lado del Arbol Olavarria As.Civ,Olavarria,4384,Cerrito 2345 Parque Helios Eseverri,Sin localidad,Buenos Aires,-36.879523,-60.304617
Bib. Pop. Crucero Gral Belgrano,Olavarria,4425,Av. Pelegrini 2350 Veteranos de Malvinas,Olavarria,Buenos Aires,-36.908912334739505,-60.31071226148307
Bib.Pop. Cervantes,Patagones,1246,DR. Baraja 177  ,Carmen de Patagones,Buenos Aires,-40.801917,-62.984967
Bib.Pop. Dr. Dardo Rocha,Pehuajo,3255,Chassaing 214 ,Pehuajó,Buenos Aires,-35.81665,-61.900083
Bib.Pop. Nuestra Señora de Luján,Pehuajo,2646,H.Irigóyen 151  ,Francisco Madero,Buenos Aires,-35.853907,-62.067288
Bib.Pop. Bernardino Rivadavia,Pehuajo,0215,A.del Valle 567 ,Pehuajó,Buenos Aires,-35.8094,-61.897567
Bib.Pop. Bartolomé Mitre,Pellegrini,2073,Moreno 352 ,Pellegrini,Buenos Aires,-36.26795,-63.166333
Bib.Pop. Melchor Echague,Pergamino,1977,Adolfo Bulrich 844 ,El Socorro,Buenos Aires,-33.663317,-60.70805
Bib.Pop. Almafuerte,Pergamino,1743,Bv.J.León Ocampo s/n y Dr.Menendez  ,Manuel Ocampo,Buenos Aires,-33.76667,-60.650002
Bib.Pop.Pub.Mun. Dr. Menéndez,Pergamino,0213,Bv. Colón 687 ,Pergamino,Buenos Aires,-33.895567,-60.5763
Bib.Pop. Bartolomé Mitre,Pilar,0898,Belgrano 553  ,Pilar,Buenos Aires,-34.45765,-58.914033
Bib. Pop. Javier Velázquez,Pilar,4250,Río NIlo 554 ,Manzanares,Buenos Aires,-34.454083,-58.993117
Bib.Pop. Palabras del Alma,Pilar,4344,Corbeta Céfiro 2071 ,Pilar,Buenos Aires,-34.477362,-58.916942
Bib.Pop. de Ostende,Pinamar,3912,España  (y Avda. Central) 348 ,Ostende,Buenos Aires,-37.124517,-56.8892
Bib.Pop. Manuel Belgrano,Pinamar,2887,de las Medusas 1230 ,Pinamar,Buenos Aires,-37.108667,-56.866983
Bib.Pop. Sur,Puan,4222,España 392 ,Darregueira,Buenos Aires,-37.692933,-63.159067
Casa de la Cult. y Bib.Pop. José Hernández,Puan,3968,España  ,Bordenave,Buenos Aires,-37.806233,-63.038583
Bib.Pop. Bernardino Rivadavia,Puan,2158,Humberto I 668 ,Puán,Buenos Aires,-37.548567,-62.766467
Bib.Pop. Carlos Angel González,Ramallo,3794,Simón Sanchez 666 ,Villa General Savio,Buenos Aires,-33.4367,-60.14535
Bib.Pop. Fortunato Zampa,Ramallo,3157,Primera Junta 52 ,Villa Ramallo,Buenos Aires,-33.499633,-60.0687
Bib.Pop. José Manuel Estrada,Ramallo,2554,Av.Mitre 724  ,Ramallo,Buenos Aires,-33.48455,-60.002067
Bib.Pop. Guido y Spano,Rauch,0221,Av.San Martín 258  ,Rauch,Buenos Aires,-36.777717,-59.09225
Ropero Comunitario y Bib. Pop. Eva Perón,Rauch,4205,Pellegrini 37 ,Rauch,Buenos Aires,-36.7718,-59.08605
Bib.Mun.Pop. Dr. Tomás Jofre,Rivadavia,3697,Mitre 135 ,América,Buenos Aires,-35.487117,-62.972283
Bib.Pop. Juan Bautista Alberdi de Rojas,Rojas,3829,General Frias 275 ,Rojas,Buenos Aires,-34.2012,-60.733417
Bib. Pop. Esteban Echeverría,Roque Perez,2341,L. N. Alem 1245 ,Roque Perez,Buenos Aires,-35.399547,-59.333618
Bib.Pop. D.F.Sarmiento,Saavedra,0210,Av.Mitre 170  ,Pigüe,Buenos Aires,-37.605117,-62.403933
Bib.Pop. Juan Bautista Alberdi,Saavedra,0236,25 de Mayo 139 ,Saavedra,Buenos Aires,-37.768633,-62.348083
Bib.Pop. Juan Bautista Alberdi,Saavedra,0262,Biga y Gossetti  ,Arroyo Corto,Buenos Aires,-37.509883,-62.314467
Bib.Pop.Mun. Bartolomé Mitre,Saladillo,2428,Rivadavia 3402 ,Saladillo,Buenos Aires,-35.640933,-59.782567
Bib.Pop. Renacer,Salto,4127,Avda. Gowland  ,Arroyo Dulce,Buenos Aires,-34.103117,-60.410717
Bib.Pop. Dr. Tristán G. Lobos,Salto,0233,Av.B.Mitre y San Martín  ,Salto,Buenos Aires,-34.293733,-60.25365
Bib.Pop. Alberdi,San Andres De Giles,0232,Rivadavia 658 ,San Andrés de Giles,Buenos Aires,-34.443367,-59.4473
Bib.Pop. Mariano Moreno,San Antonio De Areco,2815,Alvear 322 ,San Antonio de Areco,Buenos Aires,-34.248533,-59.473517
Bib.Pop. Belgrano,San Antonio De Areco,0230,Arellano 115 ,San Antonio de Areco,Buenos Aires,-34.2433,-59.47315
Bib.Pop. Bernardino Rivadavia,San Cayetano,2115,Belgrano 266 ,San Cayetano,Buenos Aires,-38.345267,-59.612517
Bib. Pop. Barrio del Carmen,San Nicolas,4116,Cnel. Boerr 709 ,San Nicolás,Buenos Aires,-33.354267,-60.208967
Bib.Pop. Rafael de Aguiar,San Nicolas,2691,Ameghino 399 ,San Nicolás,Buenos Aires,-33.337583,-60.218
Bib.Pop. Rafael Obligado,San Pedro,0226,Bartolomé Mitre 460  ,San Pedro,Buenos Aires,-33.676433,-59.663983
Bib.Pop. Bartolomé Mitre,San Vicente,1921,9 de Julio 24 ,San Vicente,Buenos Aires,-35.024717,-58.422783
Bib.Pop. Sarmiento,San Vicente,0997,Independencia 16 ,Alejandro Korn,Buenos Aires,-34.974533,-58.383217
Bib.Pop.y Museo José Manuel Estrada,Suipacha,1502,Balcarce 645  ,Suipacha,Buenos Aires,-34.770217,-59.68945
Bib. Pop. de las Mujeres,Tandil,4132,Lobería 750 ,Tandil,Buenos Aires,-37.33625,-59.1201
Bib. Pop. Martín Fierro,Tandil,4230,Casacuberta 581 ,Tandil,Buenos Aires,-37.295167,-59.123767
Bib.Pop. Bepo Ghezzi,Tandil,3906,Formosa 888 Villa Laza,Tandil,Buenos Aires,-37.318583,-59.163383
Bib.Pop. Paula Albarracín de Sarmiento,Tandil,3802,Tucumán 562 y Saenz Peña  San Juan,Tandil,Buenos Aires,-37.292917,-59.156833
Bib.Pop.Mun.Asoc.A. Sala abierta de lectura Inf-Juv,Tandil,3302,Chacabuco 729 ,Tandil,Buenos Aires,-37.32575,-59.140067
Biblioteca Popular Sarmiento- Villa Italia- Tandil,Tandil,3001,Quintana 450 ,Tandil,Buenos Aires,-37.2949,-59.158717
Bib.Pop. Ernesto Valor,Tandil,3010,Barifi 185 Gral.Belgrano,Tandil,Buenos Aires,-37.318817,-59.155883
Bib.Pop. Juan Antonio Salceda,Tandil,1194,Av.Colón 1479  ,Tandil,Buenos Aires,-37.3144,-59.1364
Bib.Pop. Bernardino Rivadavia,Tandil,0240,San Martín 516 ,Tandil,Buenos Aires,-37.326767,-59.13775
Bib.Pop. La Vieja Escuela,Tandil,4367,18 - Estacion de Ferrocarril  ,Gardey,Buenos Aires,-37.280057,-59.362515
Bib.Pop.Mun. José Hernández,Tapalque,3173,Bartolomé Mitre 178 ,Tapalqué,Buenos Aires,-36.35725,-60.023733
Bib.Pop. Macedonio Fernández,Tornquist,4120,Pillahuincó  ,Villa Ventana,Buenos Aires,-38.0856,-61.934883
Bib.Pop. Mariano Moreno,Tornquist,3296,J.B.Alberdi 70 ,Sierra de la Ventana,Buenos Aires,-38.1341,-61.79405
Bib.Pop. Gral. San Martín,Tornquist,3262,La Plata  ,Saldungaray,Buenos Aires,-38.204867,-61.7702
Bib.Pop. Ernesto Tornquist,Tornquist,0966,Av.E.Tornquist 355  ,Tornquist,Buenos Aires,-38.10155,-62.2247
Bib.Pop.Pub. Rivadavia,Trenque Lauquen,0244,Villegas 668 ,Trenque Lauquen,Buenos Aires,-35.9747,-62.7322
Bib. Pop. La tranquera,Tres Arroyos,4221,Bolivar 1804 ,Tres Arroyos,Buenos Aires,-38.364317,-60.292017
Bib.Pop. Luz y Cultura,Tres Arroyos,4017,Italia  ,Micaela Cascallares,Buenos Aires,-38.494583,-60.467033
Bib.Pop. Dr. Bernardo A. Houssay,Tres Arroyos,3837,20 372 ,Claromecó,Buenos Aires,-38.85735,-60.074167
Bib.Pop. Almafuerte,Tres Arroyos,3616,Armada Argentina 335 ,Copetonas,Buenos Aires,-38.722917,-60.452433
Bib.Pop. Un mundo de libros,Tres Arroyos,3383,Calle 35 y 42  ,Reta,Buenos Aires,-38.891117,-60.343883
Bib.Pop. San Francisco de Bellocq,Tres Arroyos,3267,Calle 15 446 ,San Francisco de Belloq,Buenos Aires,-38.691284,-60.015125
Bib.Pop.Pub. Amigos del libro,Tres Arroyos,1299,J.P.de Riglos 20  ,Orense,Buenos Aires,-38.687417,-59.782333
Bib pop. y Centro Cultural jose Ingenieros,Tres Arroyos,1388,Bolivar 132 ,Tres Arroyos,Buenos Aires,-38.3789,-60.280767
Bib.Pop. D.F.Sarmiento,Tres Arroyos,0259,Av.Moreno 334 ,Tres Arroyos,Buenos Aires,-38.379233,-60.272283
Bib.Pop. Hugo Delgiorgio,Tres Arroyos,4348,20 de abril 1180 Coronel Benito Machado,Tres Arroyos,Buenos Aires,-38.376017,-60.253493
Asoc.de Fomento Atlantica y Biblioteca Popular,Villa Gesell,4195,Boulevard 3112 ,Villa Gesell,Buenos Aires,-37.269217,-56.989467
Bib.Pop. Rafael Obligado,Villa Gesell,2954,Av. 6 549 ,Villa Gesell,Buenos Aires,-37.254633,-56.972267
Bib.Pop. Argerich,Villariño,3648,Rivadavia y  Murphy  ,Argerich,Buenos Aires,-38.773499,-62.605591
Bib.Pop. Hilario Ascasubi,Villariño,3254,Calle 3 (San Martín)  e/10 y 12  Ctro.Urbano,Hilario Ascasubi,Buenos Aires,-39.37625,-62.649967
Bib.Pop. Bartolomé Mitre,Villariño,2040,Bartolomé Mitre 37  ,Médanos,Buenos Aires,-38.828580,-62.694325
Bib.Pop. D.F.Sarmiento,Zarate,0914,Justa Lima de Atucha 667 ,Zárate,Buenos Aires,-34.100783,-59.021033
Biblioteca Popular El Principito,Esteban Echeverria,3452,Chacabuco 480 ,Monte Grande,Buenos Aires,-34.826183,-58.451317
Bib.Pop. Florentino Ameghino,Esteban Echeverria,2843,Ameghino 1640 ,Luis Guillón,Buenos Aires,-34.806417,-58.447
Bib.Pop. Bernardino Rivadavia,Esteban Echeverria,1733,Rojas 167 ,Monte Grande,Buenos Aires,-34.817367,-58.470467
Bib.Pop. D.F.Sarmiento,Ezeiza,2810,Marotto 361 ,Tristán Suarez,Buenos Aires,-34.8937,-58.569467
Soc. de Fom. y Bib. Pop. del Bo. Parque El Trébol,Ezeiza,4357,Los Alamos s/n  Parque El Trébol,La Unión,Buenos Aires,-34.882231,-58.5442
Bib.Pop.Soc.Fom. Julián Aguirre,Hurlingham,2923,Julian Aguirre 1870  ,Hurlingham,Buenos Aires,-34.59245,-58.639367
Soc.y Bib.Pop. La tradición,Ituzaingo,4002,Julián Balbín 4020 ,Villa Udaondo,Buenos Aires,-34.620327,-58.700737
La esperanza del Callao y Biblioteca Popular,Malvinas Argentinas,4151,Colombia 2119 Callao,Tortuguitas,Buenos Aires,-34.466233,-58.736283
Bib.Pop. de los Polvorines,Malvinas Argentinas,3785,Av.Pte.Perón 2992 ,Los Polvorines,Buenos Aires,-34.502022,-58.690502
Bib.Pop. Pablo Nogués,Malvinas Argentinas,3668,25 de Febrero y Gregoria Matorres  ,Ingeniero Pablo Nogues,Buenos Aires,-34.478569,-58.705723
Bib.Pop. William C.Morris,Malvinas Argentinas,2931,El Callao e/Soler y O`Brien  ,Grand Bourg,Buenos Aires,-34.491083,-58.722817
Bib. Pop. Arturo Jauretche de El Palomar,Moron,4040,Crecencia Acosta 971 ,El Palomar,Buenos Aires,-34.627683,-58.605483
Asoc.y Bib.Pop. Juan Salvador Gaviota,Moron,3901,J.M.Casullo 625 ,Morón,Buenos Aires,-34.65495,-58.6243
Bib.Pop.Pub. Rosario Vera Peñaloza,Moron,3049,Tacuarí 674 ,Haedo,Buenos Aires,-34.646917,-58.586433
Bib.Pop. José Hernández,Moron,3012,Gob.Arana 3817 ,Morón,Buenos Aires,-34.690333,-58.63925
Bib.Pop. Juan Manuel Giufra,Moron,2324,Madariaga 574 ,El Palomar,Buenos Aires,-34.606583,-58.5954
Bib.Pop. 9 de Julio,Moron,1391,Martín Irigoyen 520 ,Castelar,Buenos Aires,-34.653217,-58.64105
Bib.Pop. Parlante Sur,Moron,4274,Paris 532 ,Haedo,Buenos Aires,-34.640433,-58.6015
Bib.Pop. y Cen. Recr. El faro,San Miguel,4212,Azcuenaga 3245 ,Muñiz,Buenos Aires,-34.566367,-58.7173
Bib.Pop.y C.Rec. Entre todos,San Miguel,3658,Salta 2715 Obligado,Bella Vista,Buenos Aires,-34.58095,-58.688017
Bib.Pop. Hist. E. I. Munzon,San Miguel,3644,Senador Morón 114 ,Bella Vista,Buenos Aires,-34.55845,-58.66805
Bib.Pop.Mun. D.F.Sarmiento,San Miguel,0125,Sarmiento 1503 ,San Miguel,Buenos Aires,-34.543667,-58.711983
Bib.Pop. Mariano Moreno,Punta Indio,2209,23 1523 ,Verónica,Buenos Aires,-35.385433,-57.339133
Bib.Pop. Juan Bautista Alberdi,Coronel Rosales,1770,Rivadavia 353 ,Punta alta,Buenos Aires,-38.88035,-62.078167
Bib.Pop. San Luis Gonzaga,Capital,3712,Capitán Juan Salas 2426 Villa Reyes,San Fernando del Valle de Catamarca,Catamarca,-28.452423,-65.744125
Bib.Pop. Manuel Ponferrada,Capital,2365,Eulalia Ares de Vildoza 29 29 La Chacarita,Catamarca,Catamarca,-28.461884,-65.753075
Bib.Pop. Obispo Esquiu,Belen,0749,San Martín 218 ,Belén,Catamarca,-27.661533,-67.029
Bib.Pop. José M. Ramos Mejia,Capayan,0740,Lulo Corzo s/n  ,Huillapima,Catamarca,-28.732000,-65.983887
Bib.Pop. María de las Nieves Medina,Fray Mamerto Esquiu,3017,Destacamento Policial  ,Collagasta,Catamarca,-28.366671,-65.73333
Bib.Pub. Pop. Elba Ezquer de Quevedo,12 De Octubre,3393,Presidente Perón s/n (calle 14)  ,General Pinedo,Chaco,-27.32445,-61.283283
Bib.Pop.Pub. Augusto Raúl Cortazar,12 De Octubre,3310,Av.Pedro Graff 112 ,Hermoso Campo,Chaco,-27.60875,-61.345633
Bib.Pop. Rubén D. Dalla Fontana,25 De Mayo,3389,Tucumán esq. Teodolinda Ermácora  Reserva N° 3,Machagai,Chaco,-26.923667,-60.058817
Bib.Esc.Pop. Prof. Hugo D .Iglesia,9 De Julio,3507,Sarmiento 1463 ,Las Breñas,Chaco,-27.086416,-61.08588
Bib.Pop.Esc. Constancio C.Vigil,9 De Julio,3409,Sarmiento  Urquiza,Las Breñas,Chaco,-27.086416,-61.08588
Asoc.Amig.Bib.Pop.Esc.Tec.Nº 5 Ing. Juan Col,9 De Julio,3344,Mac Lean y España  Sarmiento,Las Breñas,Chaco,-27.086416,-61.08588
Bib.Púb. Pop. Juan Bautista Alberdi,9 De Julio,3325,Lavalle 1463 ,Las Breñas,Chaco,-27.086416,-61.08588
Asc.Civ.Bib.Pop. La Leonesa,Bermejo,4105,Ángela Fernández 55 ,La Leonesa,Chaco,-27.03885,-58.703083
Bib. Pop. Pub. Juan M. de Pueyrredón,Chacabuco,3465,Mitre 270 ,Charata,Chaco,-27.216467,-61.188467
Bib. Pop. Pub. Ana B. de Pibernus,Cmdte Fernandez,3003,Pringles 441 ,Presidencia Roque Saenz Peña,Chaco,-26.78737,-60.444469
Bib.Pop.Pub. Monseñor J. Alumni,Gral Belgrano,3004,H.Yrigoyen 147 ,Corzuela,Chaco,-26.953133,-60.9687
Bib. Pop. Alejandro Maria Aguado,Gral Donovan,3548,9 de Julio y Perrando  ,La Verde,Chaco,-27.128017,-59.376583
Bib. Pub. Pop.  Jaime Homar,Gral Donovan,3456,Güemes s/n  ,Makalle,Chaco,-27.2084,-59.28745
Bib.Pop.Esc. Gral. Martín Güemes,Gral Güemes,2907,Bartolomé Mitre 250 ,Juan José Castelli,Chaco,-25.950810,-60.620451
Bib.Esc.Pop. El zapallar,Lib Gral San Martin,3673,San Lorenzo y Lavalle  Pedro José Leale,General José de San Martín,Chaco,-26.537,-59.353217
Bib.Pop.Esc. D.Agueda Gomez de Tuckey,Lib Gral San Martin,3457,Islas Malvinas y Paso  ,General José de San Martín,Chaco,-26.54025,-59.344433
Bib. Pub. Pop. Juana P. Manso Noronha,Lib Gral San Martin,3459,Chile y Sarmiento  ,General José de San Martín,Chaco,-26.53898,-59.34269
Bib.Pop. Esc. Escuela Nº 421,Lib Gral San Martin,2297,Km.612-Escuela Nº 421  ,Ciervo Petiso,Chaco,-26.58333,-59.633331
Bib. Pop. Pub. Almafuerte,Mayor J Luis Fontana,3439,Maipú y Mitre  Centro,Villa Angela,Chaco,-27.571667,-60.712967
Bib. Pub. Pop. Cervantes,O'higgins,3492,Junín 540 ,San Bernardo,Chaco,-27.288317,-60.710433
Asoc.Amig.Bib.Pop.Pub. José Manuel Estrada,Pte De La Plaza,3353,25 de Mayo  ,Presidencia de la Plaza,Chaco,-27.001741,-59.843952
Bib. Pub. Pop. Humberto Benito Andolfi,Quitilipi,3674,Entre Ríos 190 ,Quitilipi,Chaco,-26.874833,-60.2145
Bib.Pop. Ilda Nelly Yuspa,Quitilipi,3014,Neuquén 1460 V.Victoria,Quitilipi,Chaco,-26.861,-60.2137
